period,United Arab Emirates - GDI,United Arab Emirates - GII,Afghanistan - GDI,Afghanistan - GII,Albania - GDI,Albania - GII,Armenia - GDI,Armenia - GII,Argentina - GDI,Argentina - GII,Austria - GDI,Austria - GII,Australia - GDI,Australia - GII,Azerbaijan - GDI,Barbados - GDI,Barbados - GII,Bangladesh - GDI,Bangladesh - GII,Belgium - GDI,Belgium - GII,Burkina Faso - GDI,Bulgaria - GDI,Bulgaria - GII,Bahrain - GDI,Bahrain - GII,Burundi - GDI,Burundi - GII,Benin - GDI,Benin - GII,Brunei Darussalam - GDI,Bolivia - GDI,Bolivia - GII,Brazil - GII,Bahamas - GDI,Bhutan - GDI,Botswana - GDI,Botswana - GII,Belarus - GDI,Belize - GDI,Belize - GII,Canada - GDI,Canada - GII,"Congo, the Democratic Republic of the - GDI","Congo, the Democratic Republic of the - GII",Central African Republic - GDI,Central African Republic - GII,Congo - GDI,Congo - GII,Switzerland - GDI,Switzerland - GII,Cote d`Ivoire - GDI,Cote d`Ivoire - GII,Chile - GDI,Chile - GII,Cameroon - GDI,Cameroon - GII,China - GDI,China - GII,Colombia - GDI,Colombia - GII,Costa Rica - GDI,Costa Rica - GII,Cuba - GII,Cyprus - GDI,Cyprus - GII,Czech Republic - GDI,Czech Republic - GII,Germany - GDI,Germany - GII,Denmark - GDI,Denmark - GII,Dominican Republic - GDI,Dominican Republic - GII,Algeria - GDI,Algeria - GII,Ecuador - GDI,Ecuador - GII,Estonia - GDI,Estonia - GII,Egypt - GDI,Egypt - GII,Spain - GDI,Spain - GII,Ethiopia - GDI,Finland - GDI,Finland - GII,Fiji - GDI,Fiji - GII,France - GDI,France - GII,Gabon - GDI,Gabon - GII,United Kingdom - GDI,United Kingdom - GII,Georgia - GDI,Ghana - GDI,Ghana - GII,Gambia - GDI,Gambia - GII,Guinea - GDI,Greece - GDI,Greece - GII,Guatemala - GDI,Guatemala - GII,Guyana - GDI,Guyana - GII,"Hong Kong, China - GDI",Honduras - GDI,Honduras - GII,Croatia - GDI,Croatia - GII,Haiti - GII,Hungary - GDI,Hungary - GII,Indonesia - GDI,Indonesia - GII,Ireland - GDI,Ireland - GII,Israel - GDI,Israel - GII,India - GDI,India - GII,Iraq - GDI,Iraq - GII,"Iran, Islamic Republic of - GDI","Iran, Islamic Republic of - GII",Iceland - GDI,Iceland - GII,Italy - GDI,Italy - GII,Jamaica - GDI,Jamaica - GII,Jordan - GDI,Jordan - GII,Japan - GDI,Japan - GII,Kenya - GDI,Kenya - GII,Kyrgyzstan - GDI,Kyrgyzstan - GII,Cambodia - GDI,Cambodia - GII,"Korea, Republic of - GDI","Korea, Republic of - GII",Kuwait - GDI,Kuwait - GII,Kazakhstan - GDI,Kazakhstan - GII,Lao People`s Democratic Republic - GDI,Lao People`s Democratic Republic - GII,Lebanon - GDI,Sri Lanka - GDI,Sri Lanka - GII,Liberia - GDI,Liberia - GII,Lesotho - GDI,Lesotho - GII,Lithuania - GDI,Lithuania - GII,Luxembourg - GDI,Luxembourg - GII,Latvia - GDI,Latvia - GII,Libya - GDI,Libya - GII,Morocco - GDI,Morocco - GII,"Moldova, Republic of - GDI","Moldova, Republic of - GII","North Macedonia, Republic of - GDI",Mali - GDI,Mali - GII,Myanmar - GDI,Myanmar - GII,Mongolia - GDI,Mongolia - GII,Macao - GDI,Mauritania - GDI,Mauritania - GII,Malta - GDI,Malta - GII,Mauritius - GDI,Mauritius - GII,Maldives - GDI,Maldives - GII,Malawi - GDI,Malawi - GII,Mexico - GDI,Mexico - GII,Malaysia - GDI,Malaysia - GII,Mozambique - GDI,Mozambique - GII,Namibia - GDI,Namibia - GII,Niger - GDI,Niger - GII,Nicaragua - GDI,Nicaragua - GII,Netherlands - GDI,Netherlands - GII,Norway - GDI,Norway - GII,Nepal - GDI,Nepal - GII,New Zealand - GDI,New Zealand - GII,Oman - GDI,Panama - GDI,Panama - GII,Peru - GDI,Peru - GII,Papua New Guinea - GDI,Papua New Guinea - GII,Philippines - GDI,Philippines - GII,Pakistan - GDI,Pakistan - GII,Poland - GDI,Poland - GII,"Palestine, State of - GDI",Portugal - GDI,Portugal - GII,Paraguay - GDI,Paraguay - GII,Qatar - GDI,Qatar - GII,Romania - GDI,Romania - GII,Serbia - GDI,Serbia - GII,Russian Federation - GDI,Russian Federation - GII,Rwanda - GDI,Rwanda - GII,Saudi Arabia - GDI,Saudi Arabia - GII,Sudan - GDI,Sudan - GII,Sweden - GDI,Sweden - GII,Singapore - GII,Slovenia - GDI,Slovenia - GII,Slovakia - GDI,Slovakia - GII,Sierra Leone - GDI,Sierra Leone - GII,Senegal - GDI,Senegal - GII,Suriname - GDI,El Salvador - GDI,El Salvador - GII,Syrian Arab Republic - GDI,Syrian Arab Republic - GII,Swaziland - GDI,Swaziland - GII,Chad - GDI,Togo - GDI,Togo - GII,Thailand - GDI,Thailand - GII,Tajikistan - GDI,Tajikistan - GII,Tunisia - GDI,Tunisia - GII,Tonga - GDI,Tonga - GII,Turkey - GDI,Turkey - GII,Trinidad and Tobago - GDI,Trinidad and Tobago - GII,"Tanzania, United Republic of - GDI","Tanzania, United Republic of - GII",Ukraine - GDI,Ukraine - GII,Uganda - GDI,Uganda - GII,United States - GDI,United States - GII,Uruguay - GDI,Uruguay - GII,"Venezuela, Bolivarian Republic - GDI","Venezuela, Bolivarian Republic - GII",Viet Nam - GDI,Viet Nam - GII,Yemen - GDI,Yemen - GII,South Africa - GDI,South Africa - GII,Zambia - GDI,Zambia - GII,Zimbabwe - GDI,Zimbabwe - GII
1990,0.9161664844,0.6845969558,0.513332963,0.8282440901,0.9112468958,0.3041789234,,0.3569262326,0.9478818178,0.5156127214,0.9086614251,0.2549297512,,0.266064018,,0.9461140037,0.5306967497,0.7714374661,0.6690484285,0.9459385872,0.2172125876,,0.9737151265,0.3260054886,0.8776675463,,0.8215308785,,0.6843665242,0.7323237062,0.9345735312,,0.6290072203,0.5611552,,,0.971680522,0.6179173589,,,0.754781425,0.9743816257,0.2139740735,,0.7212300897,0.7387769818,0.7443631887,0.8631706238,0.6367646456,0.9369334579,0.14171803,,0.7355453372,0.908438623,,,0.6738420129,0.9044885039,0.3215767443,0.9285563827,0.5825314522,,0.487724781,0.425896883,0.9199914932,0.4433117211,0.9533784986,,,,0.9593847394,0.1005381346,,0.6038280725,,0.7051011324,0.8926743269,0.6050894856,,,0.7860407233,0.6440356374,0.930511415,0.2108353823,,0.991458714,0.1165886074,0.8887913227,,0.9778134823,0.2402885407,0.9892883897,0.5755651593,0.9468006492,0.2886917293,,0.8169344664,,,0.6911574006,,0.9154605865,0.3024238348,,0.6363473535,0.8629281521,0.500156045,0.9288586974,0.8577968478,0.6320355535,,,,0.9609941244,0.3077795208,0.8729681373,0.5975237489,0.9442454576,0.2549218237,0.9284499884,0.2758572698,0.7126948833,0.7151347995,0.6382461786,0.6603646278,,0.7467381358,0.9624794126,0.1833147556,0.9332206249,0.1939054728,,0.5367289186,0.7237613201,0.8061259389,0.9299996495,0.3030953109,0.8636330366,0.7420438528,,,,,0.8959563971,0.3214669228,0.9050381184,,,,0.8247614503,0.6964609027,,0.9230366349,0.4619603753,,,1.031253815,,,,0.9402107,0.2184589654,,,0.7969136238,,0.7168738246,0.8072074652,,,,0.6726034284,,,,,0.378975898,,0.6436805129,,0.8780523539,0.3821011186,0.9031154513,0.5056874156,,0.7098161578,0.8020182252,0.6988443732,0.8867013454,0.5292186737,0.9059790969,0.433108449,0.7920562029,0.6687963605,,0.6072178483,0.5393845439,0.8039976358,0.8755491376,0.6097559929,0.9189676046,0.129883498,0.9807448983,0.1297164559,0.7220119834,0.7096720934,0.9459799528,0.2835901678,,0.9239410162,0.5458183885,0.8688621521,0.5975255966,0.8628589511,0.7909284234,0.961776495,0.492952317,0.5633848906,0.7410984635,0.9852187037,0.2760839462,,0.944064796,0.3049376309,,0.5727369785,0.9582792521,,0.9346699119,0.4340524673,,,,0.4119915962,0.8605299592,0.5959176421,,,,,0.9900513291,0.09290646017,0.2361058295,,,,,0.7374510169,,0.7578453422,0.6508472562,,0.9276790619,0.5535331368,0.7110110521,0.6248533726,,0.6681745648,,0.7192954421,0.6987893581,,0.491751343,,,0.7503021955,0.5721356869,0.9076286554,0.6850761175,0.8177551627,0.6265079379,0.9249991179,0.4662842751,0.8500995636,,,,0.8146297336,0.6749734879,0.9875466824,0.3298412263,,0.4677599072,0.9480836987,0.5397432446,,0.4263608754,,0.7861537933,0.9552083015,0.6107749343,0.814422965,0.6657094359,0.8781301379,0.6290027499
1991,0.9191763997,0.6742212772,0.5084369183,0.8177063465,0.9150403738,0.3066275716,,0.3682115078,0.9489569068,0.4916960001,0.9113619328,0.2403670847,,0.2518526912,,0.9488679767,0.5081447363,0.7796272039,0.6639296412,0.9494617581,0.2086515278,,0.9726256132,0.32641837,0.8849053979,,0.8296590447,,0.6851239204,0.7225487232,0.9384519458,,0.6243943572,0.5510981083,,,0.9789625406,0.6078214049,,,0.6840493083,0.9747571945,0.2092055529,,0.7144634128,0.7407103181,0.742687881,0.8630393744,0.6344484091,0.9392579794,0.1365527213,,0.7294510603,0.9093300104,,,0.6751541495,,0.291174531,0.9388511777,0.5713844895,,0.4820245206,0.4234007597,0.9223911762,0.418759495,0.9570894837,,,,0.9600718021,0.1005130261,,0.5960384011,,0.6960648894,0.8981909156,0.6015556455,,,0.7798302174,0.654404223,0.9361689687,0.1946268678,,0.9946880341,0.1130370051,0.8943849802,,0.9807911515,0.2279895544,0.9874450564,0.5778044462,0.9481937289,0.272723496,,0.8194720149,,,0.6918712258,,0.9152806401,0.2990353107,,0.6292361617,0.8753046393,0.5026077628,0.9311645031,0.8708964586,0.6279953718,,,,0.9651665092,0.3044686913,0.8729639649,0.5949214697,0.9467731118,0.2482968122,0.9307925701,0.2684812844,0.7112336755,0.7106611729,0.6599321961,0.6568652391,,0.7281779647,0.97055161,0.1785554588,0.9345242977,0.1902095973,,0.5238112807,0.7225525975,0.8023203611,0.9317802787,0.27711007,0.8663343191,0.730938375,,,,,0.8988001943,0.3103290796,0.9058694243,,,,0.8271156549,0.6820327044,,0.9247635603,0.4642035961,,,1.032503963,,,,0.9420982599,0.209829703,1.017107248,,0.8016949296,,0.7222566009,0.8081394434,,,,0.6737024188,,,,,0.3901329339,,0.6537014246,,0.8825559616,0.3680960536,0.9054815173,0.502605021,,0.6946407557,0.8067116141,0.7016524673,0.8863039017,0.5257555842,0.9076654911,0.4244388938,0.7964573503,0.6630511284,0.9597507119,0.590254426,0.5469202399,0.8050515056,0.8686953187,0.6099213958,0.9210979342,0.1243399456,0.9799785614,0.1259999573,0.7351000309,0.7094625235,0.9481635094,0.269857496,,0.9295697212,0.5403897166,,0.5920086503,0.8597033024,0.7563835979,0.9619238973,0.494343102,0.5683460832,0.7380969524,0.9857416749,0.2733905613,,0.9563235641,0.2858901024,,0.5754044056,0.9594701529,,0.9380401969,0.4277662337,,,,0.4161239564,0.847561419,0.5916951299,,,,,0.9911509156,0.09226727486,0.2381820232,,,,,0.7383044958,,0.7584691048,0.6493434906,,0.9250020385,0.5481315851,0.724317193,0.613969028,,0.6676650643,,0.7223064303,0.7008806467,,0.4818598032,,,0.7586262226,0.5594972968,0.9145951867,0.683097899,0.8189687133,0.6173014641,0.9470891953,0.4435908794,0.8538114429,,,,0.8160364032,0.6716843843,0.9875580072,0.3247082233,,0.4659182727,0.9522967935,0.5389869213,,0.4204394221,,0.7943161726,0.9599930048,0.5688753128,0.8211619258,0.6585507393,0.8802728653,0.6250985861
1992,0.9225304723,0.6629056931,0.5030195713,0.8098057508,0.925783217,0.3105151355,,0.3793608546,0.9502980709,0.4735820293,0.9137325287,0.22603935,,0.240082711,,0.9503082037,0.4873038232,0.7830115557,0.6598155499,0.9523867369,0.2008790076,,0.9802063107,0.3270003796,0.891215086,,0.8246017694,,0.684754014,0.7136696577,0.9434556365,,0.6196173429,0.5415705442,,,0.9813610315,0.5975719094,,,0.6439194083,0.9699156284,0.2052791268,,0.7085139155,0.7403949499,0.7408290505,0.8649635911,0.6324324012,0.9395447969,0.131636247,,0.7234340906,0.915813446,,,0.6769861579,,0.2467098534,0.9401769042,0.5622851253,,0.480430752,0.4208994508,0.9265360832,0.3979461789,0.9721900225,,0.9409275055,,0.9613938928,0.1062510759,,0.5876787305,,0.6868645549,0.9033064246,0.5973708034,1.008166671,,0.7848354578,0.6505593657,0.9417261481,0.1770927608,,0.999955833,0.1095611006,0.8998880982,,0.981651485,0.2167247087,0.9859648943,0.5789349675,0.9485223293,0.2596558332,,0.8218156695,,,0.693407774,,0.9210823178,0.2862792909,,0.6222411394,0.8863631487,0.505464375,0.9343948364,0.8799301386,0.6200712323,,,,0.9710413218,0.3013595641,0.8733522296,0.5922291875,0.9500897527,0.2408748716,0.9355432391,0.2603948712,0.7118699551,0.7059788108,0.67423141,0.6534973383,,0.7107763886,0.9600479007,0.1727157682,0.9364655614,0.1892569065,,0.5122556686,0.7476786375,0.7948637009,0.9348806739,0.2565489709,0.8665276766,0.7210354209,,,,,0.9012137055,0.299066484,0.9149369001,,,,0.8294604421,0.6696756482,,0.9266898632,0.4658738673,,,1.028879523,,,,0.9427741766,0.1987850964,1.025029898,,0.8065329194,,0.7241514921,0.7837224603,,,,0.670111835,,1.096114039,,,0.4016605914,,0.6647642255,,0.8859157562,0.3565649986,0.9071741104,0.4989202321,,0.6779486537,0.8066593409,0.7046195269,0.8880463839,0.5192030668,0.9093153477,0.4160545766,0.787920475,0.6573203802,0.9615020156,0.5759298801,0.5541116595,0.8064991236,0.8667959571,0.6101765037,0.9237881899,0.1174601614,0.9802368283,0.1243301034,0.7366342545,0.7092795968,0.9540784955,0.2573267817,,0.932272017,0.5363060832,,0.5836116076,0.8566305041,0.7271754742,0.9642133117,0.4938768148,0.5718004704,0.7379565835,0.9836245775,0.2706760764,,0.9585039616,0.2702703476,,0.5786997676,0.9627750516,,0.9391857982,0.4206032753,,,,0.4204592407,0.8312865496,0.587511301,,,,,0.9907727838,0.09138156474,0.2368817329,,,,,0.7403537631,,0.7730086446,0.6475362778,,0.9241666794,0.5427379012,0.7388575077,0.6024005413,,0.667092979,,0.7246489525,0.7035965919,,0.4731530845,,,0.7680938244,0.5471929312,0.9212264419,0.6812589169,0.8190073967,0.6115400195,0.9428949952,0.4484091997,0.8530954719,,,,0.8087821603,0.6685741544,0.9864979386,0.3198869228,,0.4610745609,0.9526117444,0.5424349904,,0.4149345756,,0.7992072701,0.9631203413,0.5425313711,0.8291463256,0.6526033282,0.8827043772,0.6217133999
1993,0.9238343835,0.6545193791,0.4969890416,0.8030778766,0.9305716753,0.3157099187,,0.3838762343,0.9523708224,0.4570454359,0.9160006046,0.2111086547,0.9547331333,0.2288452983,,0.9523212314,0.4614233375,0.7862223983,0.655436337,0.9585578442,0.1931894124,,0.988910079,0.3267681599,0.8940580487,,0.8247001767,,0.6878829598,0.7042157054,0.948094964,,0.6146222353,0.5380926132,,,0.9784038067,0.5911421776,,,0.6142680049,0.9715920687,0.1979221553,,0.7028291821,0.7392696738,0.7395764589,0.8664432764,0.6309857368,0.9353348017,0.1265001148,,0.7182726264,0.9214469194,,,0.6793036461,,0.2435898334,0.9405617714,0.5531362295,,0.4765266776,0.4218122363,0.9265787005,0.3789538741,0.9641899467,,0.9392692447,,0.9601457715,0.1107499599,,0.5786859989,,0.6771712899,0.9084279537,0.5934663415,1.01073122,,0.781637907,0.6528837085,0.9451096058,0.165816322,,0.9976739287,0.105658032,0.9052820206,,0.9835609198,0.207239598,0.9841755629,0.5805947185,0.949288547,0.2491873652,,,,,0.6962770224,,0.922337234,0.2805238366,,0.6153742075,0.8963644505,0.5078918934,0.9344373345,0.8845827579,0.6157448292,0.9642987847,,,0.9727676511,0.3003661931,0.8842574954,0.5855944753,0.951829493,0.2342365086,0.9379587173,0.2547241151,0.7122770548,0.7008488178,0.6851145625,0.6517925262,,0.6948129535,0.9652486444,0.1677293628,0.9387229681,0.1894267499,,0.5017328858,0.7586909533,0.7889543176,0.9354838729,0.2405117005,0.8662678003,0.7141076326,,,,,0.9049962759,0.2900711596,0.9193356037,,,,0.8288608193,0.6553039551,,0.9275925159,0.4699832499,,,1.025537372,,1.000519276,,0.9455595613,0.1942200214,1.033792734,,0.8113597631,,0.7283827066,0.7664277554,,,,0.6824170351,,1.086790562,,,0.4091488123,,0.67343086,,0.8866479397,0.3487179577,0.9108965993,0.4929676354,,0.6604275107,0.828719914,0.70562464,0.8989220262,0.5141783953,0.9111276865,0.4050435722,0.7907771468,0.6531212926,0.9639061093,0.5625677109,0.561008215,0.8083982468,0.8678464293,0.6090520024,0.9280418754,0.1113266274,0.9782417417,0.1207798645,0.7381406426,0.7086613774,0.9529934525,0.2434892207,,0.9346418977,0.5333660841,,0.5759503841,0.8535346389,0.7095163465,,0.4933139682,0.5767301321,0.7356172204,0.9791891575,0.2634236515,,0.9658255577,0.2553509176,0.911901474,0.5821431875,0.9639120698,,0.9441244602,0.4139686823,,,,0.4192605019,0.8214636445,0.5852518082,,,,,0.9977469444,0.0865316391,0.2362433523,0.992058754,,0.9607239366,,0.7418169379,,0.7731862068,0.646297574,,0.9276987314,0.5341476202,0.7537620664,0.5919364095,,0.6666632295,,0.7221148014,0.7074278593,0.9593868852,0.4650867581,,,0.7775239348,0.5314410329,0.9275758862,0.6784755588,0.8091409802,0.6177681088,0.9427220821,0.4524356127,0.8545366526,,,,0.8074932098,0.6644588709,0.9852962494,0.3118110299,,0.4581424594,0.9514872432,0.5478875041,,0.40443784,,0.8031247258,0.9656077027,0.5222396851,0.8368715644,0.6482701898,0.8811273575,0.6184245944
1994,0.9272826314,0.6455407739,0.4901402891,0.797028482,0.9270798564,0.3219660819,,0.3904777765,0.954400003,0.4429130852,0.9192717671,0.1944632977,0.9560257196,0.2177429348,,0.954298079,0.43233338,0.7892197967,0.651039958,0.9599125385,0.1877428591,,0.9947966933,0.3269244432,0.8963764906,,0.8256033659,,0.6899107099,0.6952149868,0.9499531388,,0.6095556617,0.5336175561,,,0.9752603769,0.5848258734,,,0.5884010792,0.9709902406,0.1910407692,,0.6980350614,0.7375499606,0.7385540009,0.8683689237,0.629624486,0.9359323978,0.1216884553,,0.7130386233,0.9225278497,,,0.6823533773,0.914904058,0.2403053492,0.9468428493,0.538811028,,0.4719054997,0.4227820933,0.9296324849,0.3592137992,0.9614415765,,0.9398469329,,0.9605317712,0.1169906333,,0.5701753497,,0.6672379971,0.9129891992,0.5902455449,1.022737026,,0.7850134969,0.6499022841,0.948179245,0.1542480439,,0.9998451471,0.1017400026,0.9105530381,,0.9818661213,0.1984913796,0.9833405614,0.5817241669,0.950237453,0.2409603894,,,,,0.6999976039,,0.9179587364,0.2746005952,,0.6085520983,0.9021824598,0.5125592947,0.9386613369,0.8853936791,0.610955894,0.9638054371,,,0.9780367613,0.3006077409,0.8880653977,0.5784119964,0.9547386169,0.2300591171,0.9416303635,0.2470374852,0.7131172419,0.695532918,0.6943492293,0.6495866776,,0.6779998541,0.9720980525,0.164342761,0.9425204992,0.1871776581,,0.4917977452,0.7672125101,0.7829876542,0.9387646914,0.2256567776,0.8662842512,0.7078564763,,,,,0.9061740637,0.280634135,0.9228743315,,,,0.8318219781,0.6416106224,,0.930310607,0.47308743,,,1.021665931,,1.004180074,,0.9436407089,0.1837908328,1.039126754,,,,0.7395586371,0.7508071661,,,,0.683935225,,1.077189565,,,0.4173198342,,0.6888791919,,0.8890636563,0.343118757,0.9133495092,0.4872681499,,0.6410725117,0.836822331,0.7064227462,0.9008291364,0.5089671016,0.9127936363,0.3939096928,0.792470336,0.6491104364,0.9611395001,0.5511192679,0.5676361918,0.8112004995,0.8741704822,0.6080662012,0.9234523773,0.1048033014,0.9768036604,0.1178187355,0.739592135,0.7081369162,0.9592496157,0.2289815992,,0.9381703138,0.5285165906,,0.5686132312,0.8494802713,0.6962370872,,0.4934805036,0.5806605816,0.7356591821,0.9810863137,0.2550936937,,0.9636805058,0.2412601411,0.9142593741,0.5862484574,0.9559379816,,0.9513249993,0.4064705074,,,,0.4179120958,0.8172601461,0.5830200911,,,,,0.9980710745,0.0816558823,0.2350091785,0.9919150472,,0.9579511881,,0.7421651483,,0.7734167576,0.6449989676,,0.9301397204,0.5271995664,0.7658264041,0.5813567638,,0.6660933495,,0.7233207822,0.7124482393,0.9598010182,0.4578572512,,,0.7872387171,0.5146804452,0.9336867332,0.675644815,0.821510613,0.5982025266,0.9457132816,0.4527513981,0.8558132052,,0.9840304852,,0.8325607777,0.6604189277,0.9862427115,0.3030594289,,0.4535503685,0.9528366923,0.5500992537,,0.394058913,,0.8070375323,0.9648944139,0.5054906011,0.8440496922,0.6440387368,0.8794828653,0.6154303551
